Layer,Channel_Index,L1_Score,GRA_Score
layer3.0.conv1,63,0.102183774,0.606405390779031
layer3.0.conv2,0,0.8220243,0.7393770831440244
layer3.0.conv2,1,0.22119266,0.6337430344820729
layer3.0.conv2,2,0.33187068,0.859761526927141
layer3.0.conv2,3,0.47526655,0.7412638138248235
layer3.0.conv2,4,0.23804711,0.6854778431628068
layer3.0.conv2,5,0.5665861,0.8254573327307939
layer3.0.conv2,6,0.14785433,0.7251171563232144
layer3.0.conv2,7,0.40460098,0.6949572354923974
layer3.0.conv2,8,0.3250207,0.45707071700518587
layer3.0.conv2,9,0.9185251,0.7646796934299444
layer3.0.conv2,10,0.2689301,0.9999999314846577
layer3.0.conv2,11,0.40940678,0.7444267422063796
layer3.0.conv2,12,0.52222276,0.6757914005182454
layer3.0.conv2,13,0.5850236,0.6380510695365642
layer3.0.conv2,14,0.5166388,0.6959406223926926
layer3.0.conv2,15,0.75335824,0.5896066048158299
layer3.0.conv2,16,0.46097636,0.6486355469791942
layer3.0.conv2,17,0.732231,0.4343768590112453
layer3.0.conv2,18,0.32901666,0.7944308226132549
layer3.0.conv2,19,0.660811,0.5579785461500621
layer3.0.conv2,20,0.5686209,0.8482340925273757
layer3.0.conv2,21,0.42901212,0.6562057475484524
layer3.0.conv2,22,0.7984444,0.2577261858473631
layer3.0.conv2,23,0.21148463,0.7611978177190152
layer3.0.conv2,24,0.2759484,0.6288040472843274
layer3.0.conv2,25,0.51983255,0.8358596712375719
layer3.0.conv2,26,0.52739865,0.7125642715469368
layer3.0.conv2,27,0.7215511,0.5139772913442833
layer3.0.conv2,28,0.63594407,0.2853096166640759
layer3.0.conv2,29,0.35318986,0.36077802712951107
layer3.0.conv2,30,0.43047953,0.3315100153477991
layer3.0.conv2,31,0.438688,0.7080896161206347
layer3.0.conv2,32,0.47376922,0.32714031442040725
layer3.0.conv2,33,0.36072868,0.675723200513117
layer3.0.conv2,34,0.76256317,0.8895571698862539
layer3.0.conv2,35,0.38795233,0.6723475044508906
layer3.0.conv2,36,0.49324018,0.7892937695323519
layer3.0.conv2,37,1.0,0.6732741260774563
layer3.0.conv2,38,0.66855836,0.6986155327734792
layer3.0.conv2,39,0.57485217,0.5924322086211219
layer3.0.conv2,40,0.43888175,0.8598656646595227
layer3.0.conv2,41,0.72782165,0.5262389988531562
layer3.0.conv2,42,0.5861745,0.5986759803481213
layer3.0.conv2,43,0.6516887,0.0
layer3.0.conv2,44,0.18783644,0.5557189615490099
layer3.0.conv2,45,0.72229713,0.6457642042483072
layer3.0.conv2,46,0.39022467,0.8599007856202476
layer3.0.conv2,47,0.7046851,0.04748190536691531
layer3.0.conv2,48,0.41702908,0.3300369769136774
layer3.0.conv2,49,0.54746914,0.49349932094212107
layer3.0.conv2,50,0.7289833,0.9673627577729473
layer3.0.conv2,51,0.22682391,0.85734226446977
layer3.0.conv2,52,0.27761313,0.5504344821097155
layer3.0.conv2,53,0.8473162,0.6524723077467499
layer3.0.conv2,54,0.5635361,0.5486555646106763
layer3.0.conv2,55,0.33601397,0.6765873395002535
layer3.0.conv2,56,0.0,0.7794264131017312
layer3.0.conv2,57,0.48256207,0.4395130953256198
layer3.0.conv2,58,0.36202735,0.4692348209139049
layer3.0.conv2,59,0.40383893,0.5390479399361137
layer3.0.conv2,60,0.8616269,0.7184564252834236
layer3.0.conv2,61,0.6450905,0.7579266677724349
layer3.0.conv2,62,0.47934154,0.6666570920469395
layer3.0.conv2,63,0.7569297,0.5183306569411055
layer3.0.downsample.0,0,0.3113391,0.8019804923336845
layer3.0.downsample.0,1,0.8395855,0.755351510251796
layer3.0.downsample.0,2,0.2558856,0.7690384165163561
layer3.0.downsample.0,3,0.5310482,0.6048562458968099
layer3.0.downsample.0,4,0.4223142,0.8894033296777425
layer3.0.downsample.0,5,0.38381007,0.13238323252951528
layer3.0.downsample.0,6,0.81871146,0.8189683073321719
layer3.0.downsample.0,7,0.4341182,0.7885198485020448
layer3.0.downsample.0,8,0.313545,0.7320681598592851
layer3.0.downsample.0,9,0.14529622,0.8631635886111862
layer3.0.downsample.0,10,0.18350321,0.5581886336434472
layer3.0.downsample.0,11,0.39740625,0.3911336396595753
layer3.0.downsample.0,12,0.2907539,0.6737180742183652
layer3.0.downsample.0,13,0.3492697,0.8140197035292432
layer3.0.downsample.0,14,0.5624412,0.7069845646389922
layer3.0.downsample.0,15,0.4203498,0.6420034918089003
layer3.0.downsample.0,16,0.1549773,0.2437678133794218
layer3.0.downsample.0,17,0.551266,0.5918591641228603
layer3.0.downsample.0,18,0.56530285,0.6752088834889304
layer3.0.downsample.0,19,0.6922188,0.756046064967485
layer3.0.downsample.0,20,0.5558074,0.5669513756013174
layer3.0.downsample.0,21,0.41846,0.3984599699352827
layer3.0.downsample.0,22,0.0,0.7475135272967672
layer3.0.downsample.0,23,0.4515428,0.8581779313784763
layer3.0.downsample.0,24,0.17901172,0.7998838200676516
layer3.0.downsample.0,25,0.20881295,0.42081028343106497
layer3.0.downsample.0,26,0.45278522,0.5950008219458125
layer3.0.downsample.0,27,0.67286193,0.28168490342303365
layer3.0.downsample.0,28,0.7748627,0.8075767427869406
layer3.0.downsample.0,29,0.47537974,0.7279816395769081
layer3.0.downsample.0,30,0.74916947,0.9898705510465347
layer3.0.downsample.0,31,0.67712396,0.6548444761552601
layer3.0.downsample.0,32,0.32146966,0.889365882062538
layer3.0.downsample.0,33,0.44837448,0.7916256354514851
layer3.0.downsample.0,34,0.33260986,0.6428013231054693
layer3.0.downsample.0,35,0.615195,0.9374494083560566
layer3.0.downsample.0,36,0.4669404,0.786901717339784
layer3.0.downsample.0,37,0.53050137,0.36109119181535043
layer3.0.downsample.0,38,0.39432332,0.7792856607780202
layer3.0.downsample.0,39,0.5443343,0.4545344231280342
layer3.0.downsample.0,40,0.53134614,0.6862192707299214
layer3.0.downsample.0,41,0.36551467,0.6762187865431842
layer3.0.downsample.0,42,0.6240555,0.7603556941993967
layer3.0.downsample.0,43,0.4535142,0.8199092279373646
layer3.0.downsample.0,44,0.82850015,0.8543827141238486
layer3.0.downsample.0,45,0.6360837,0.8021980826872943
layer3.0.downsample.0,46,0.52703756,0.784144784489881
layer3.0.downsample.0,47,0.47312096,0.7705749512960132
layer3.0.downsample.0,48,0.5252554,0.9002765403914578
layer3.0.downsample.0,49,0.45461738,0.7213222710372653
layer3.0.downsample.0,50,0.626961,0.6634199800371074
layer3.0.downsample.0,51,0.5244998,0.8845075467215235
layer3.0.downsample.0,52,0.3511456,0.6979573242621507
layer3.0.downsample.0,53,0.4196205,0.6485934837140588
layer3.0.downsample.0,54,1.0,0.7699403127646515
layer3.0.downsample.0,55,0.6558821,0.4978648615885346
layer3.0.downsample.0,56,0.6397591,0.0
layer3.0.downsample.0,57,0.17440398,0.6905415138953755
layer3.0.downsample.0,58,0.35772288,0.9999999338666602
layer3.0.downsample.0,59,0.5253778,0.3756815710698987
layer3.0.downsample.0,60,0.80715334,0.7586011748807067
layer3.0.downsample.0,61,0.5072328,0.8311202555587676
layer3.0.downsample.0,62,0.45747238,0.26320391404144183
layer3.0.downsample.0,63,0.40782464,0.6529515977530247
layer3.1.conv1,0,0.117779694,0.35386372901327007
layer3.1.conv1,1,0.73677725,0.4801657649869955
layer3.1.conv1,2,0.61585146,0.579952378386405
layer3.1.conv1,3,0.0,0.576420001850144
layer3.1.conv1,4,0.46990883,0.6470076941550342
layer3.1.conv1,5,0.51682305,0.6644509119705606
layer3.1.conv1,6,0.42433694,0.644661900762329
layer3.1.conv1,7,0.7815663,0.5502543794031799
layer3.1.conv1,8,0.37325513,0.6896307919294367
layer3.1.conv1,9,0.5848312,0.602627001928187
layer3.1.conv1,10,0.19709033,0.5734239430705599
layer3.1.conv1,11,0.6867322,0.6164738670240149
layer3.1.conv1,12,0.51659316,0.9430350436040599
layer3.1.conv1,13,0.60283065,0.05846977560922182
layer3.1.conv1,14,0.54663557,0.5826537011169192
layer3.1.conv1,15,0.5834109,0.5848320742484898
layer3.1.conv1,16,0.7192571,0.7772087761342739
layer3.1.conv1,17,0.8238608,0.6339030801028683
layer3.1.conv1,18,0.34964332,0.4742564026899851
layer3.1.conv1,19,0.4817507,0.4813472554990338
layer3.1.conv1,20,0.31057498,0.6271932197892156
layer3.1.conv1,21,0.54752463,0.5351550452435399
layer3.1.conv1,22,0.5234672,0.7456675628312176
layer3.1.conv1,23,0.37124437,0.4403362938893603
layer3.1.conv1,24,0.4371921,0.6816894696569811
layer3.1.conv1,25,0.6325135,0.6053038163695237
layer3.1.conv1,26,0.9134509,0.6811576079528819
layer3.1.conv1,27,0.6794681,0.0
layer3.1.conv1,28,0.37256926,0.5460023503756154
layer3.1.conv1,29,0.8019683,0.6051962345287185
layer3.1.conv1,30,0.66458195,0.7287202400096987
layer3.1.conv1,31,0.42750755,0.49077626275351166
layer3.1.conv1,32,0.40810576,0.9999999465998882
layer3.1.conv1,33,0.64285564,0.7292785197397944
layer3.1.conv1,34,0.22091354,0.5628121721461643
layer3.1.conv1,35,0.60115874,0.45762959736459297
layer3.1.conv1,36,0.48703453,0.5814181013950085
layer3.1.conv1,37,0.89884317,0.6062010743849967
layer3.1.conv1,38,0.8783344,0.6163615108411621
layer3.1.conv1,39,0.6012606,0.661606995557559
layer3.1.conv1,40,0.7896481,0.5641938667347307
layer3.1.conv1,41,0.07206616,0.3862455448061683
layer3.1.conv1,42,0.5157095,0.5972058956779079
layer3.1.conv1,43,0.2745264,0.6075359804214969
layer3.1.conv1,44,0.29824716,0.7090276705108279
layer3.1.conv1,45,0.61723304,0.5333595743441844
layer3.1.conv1,46,0.6133286,0.6623845767323729
layer3.1.conv1,47,0.42293087,0.6143979831017321
layer3.1.conv1,48,0.47609863,0.544303002896151
layer3.1.conv1,49,0.73337835,0.6969348986832767
layer3.1.conv1,50,0.49635407,0.6241936598254633
layer3.1.conv1,51,0.21848927,0.7072964940843797
layer3.1.conv1,52,0.60634667,0.5867628181725265
layer3.1.conv1,53,0.7103489,0.2273684913313531
layer3.1.conv1,54,0.39448738,0.6836759142382394
layer3.1.conv1,55,0.42264757,0.5666481968366507
layer3.1.conv1,56,0.80137175,0.5786419806390823
layer3.1.conv1,57,0.86772317,0.7281603688322539
layer3.1.conv1,58,0.6863203,0.5396979908465362
layer3.1.conv1,59,0.14291692,0.585124263981801
layer3.1.conv1,60,0.92637306,0.6608771578032206
layer3.1.conv1,61,0.64480484,0.6308535486923514
layer3.1.conv1,62,0.44241217,0.6789324462692452
layer3.1.conv1,63,1.0,0.6357427932385313
layer3.1.conv2,0,0.2181201,0.27928711054185906
layer3.1.conv2,1,0.41031992,0.24681962202992164
layer3.1.conv2,2,0.5663264,0.1718304319720797
layer3.1.conv2,3,0.20624904,0.37261188234038983
layer3.1.conv2,4,0.40083522,0.34601048981622784
layer3.1.conv2,5,0.5695859,0.35005099632232994
layer3.1.conv2,6,0.49514103,0.557010460066471
layer3.1.conv2,7,0.3380744,0.48781375045713105
layer3.1.conv2,8,0.52693516,0.3118153129006199
layer3.1.conv2,9,0.7246546,0.0
layer3.1.conv2,10,0.66084325,0.3572516585555938
layer3.1.conv2,11,0.46296525,0.6946673444308737
layer3.1.conv2,12,0.9097754,0.2862452968493717
layer3.1.conv2,13,0.3256381,0.5079350782175153
layer3.1.conv2,14,0.64296633,0.16852266570482838
layer3.1.conv2,15,0.73918384,0.2569125401412387
layer3.1.conv2,16,0.1496965,0.35624342923678154
layer3.1.conv2,17,0.36104786,0.2998212924606429
layer3.1.conv2,18,0.29797092,0.214046287514611
layer3.1.conv2,19,0.37005597,0.5661137424745655
layer3.1.conv2,20,0.44839606,0.6252175339725884
layer3.1.conv2,21,0.6814429,0.3419976840027389
layer3.1.conv2,22,0.52980727,0.5842732540594663
layer3.1.conv2,23,0.43348423,0.39832723216247173
layer3.1.conv2,24,0.9270302,0.6439287826404975
layer3.1.conv2,25,0.35806975,0.48943291285960455
layer3.1.conv2,26,0.4331469,0.5420930679019438
layer3.1.conv2,27,0.40853593,0.17267549282755393
layer3.1.conv2,28,0.8676248,0.2970337679683602
layer3.1.conv2,29,0.29182723,0.13037881197643889
layer3.1.conv2,30,0.0,0.27209479646253343
layer3.1.conv2,31,0.64101654,0.3024589296435801
layer3.1.conv2,32,0.5282864,0.5798654287800821
layer3.1.conv2,33,0.68142897,0.23966828979720184
layer3.1.conv2,34,0.35647562,0.11460231887935947
layer3.1.conv2,35,0.79980165,0.3517938631877063
layer3.1.conv2,36,0.3509849,0.3268734852974692
layer3.1.conv2,37,0.43504268,0.757953181590406
layer3.1.conv2,38,0.62049544,0.4580366442825588
layer3.1.conv2,39,0.80963236,0.5753581845765245
layer3.1.conv2,40,0.44723564,0.4530349616889326
layer3.1.conv2,41,0.6142163,0.5000722555923329
layer3.1.conv2,42,0.71290165,0.5284316934435771
layer3.1.conv2,43,0.9411064,0.36485644733177647
layer3.1.conv2,44,1.0,0.15760441873825473
layer3.1.conv2,45,0.29006925,0.013557022534138848
layer3.1.conv2,46,0.65664786,0.317042775112121
layer3.1.conv2,47,0.5218637,0.9999999363369174
layer3.1.conv2,48,0.39559844,0.44349416012216647
layer3.1.conv2,49,0.5808941,0.280232349244592
layer3.1.conv2,50,0.6788609,0.31924365205947186
layer3.1.conv2,51,0.40511784,0.35934514788637567
layer3.1.conv2,52,0.7272193,0.48188618169944686
layer3.1.conv2,53,0.42855442,0.02273999186618912
layer3.1.conv2,54,0.43483356,0.3789800059490868
layer3.1.conv2,55,0.7101977,0.34990642147458156
layer3.1.conv2,56,0.7700151,0.5121027043404041
layer3.1.conv2,57,0.5117993,0.41585038674035396
layer3.1.conv2,58,0.4127188,0.22385954246899745
layer3.1.conv2,59,0.94734263,0.6476835546049866
layer3.1.conv2,60,0.38301274,0.5039955084817572
layer3.1.conv2,61,0.46575737,0.38255984614241584
layer3.1.conv2,62,0.61979383,0.46008687499747897
layer3.1.conv2,63,0.30848205,0.3546345122959595
layer3.2.conv1,0,0.25963005,0.3152751620763272
layer3.2.conv1,1,0.7693647,0.6498528205441165
layer3.2.conv1,2,0.50216717,0.6523864214633399
layer3.2.conv1,3,0.19437201,0.812362285247491
layer3.2.conv1,4,0.82410824,0.2132007776766167
layer3.2.conv1,5,0.6514701,0.5985671709757157
layer3.2.conv1,6,0.4997741,0.8225280030930494
layer3.2.conv1,7,0.55316234,0.6511559960481366
layer3.2.conv1,8,0.8764668,0.6671467818747709
layer3.2.conv1,9,0.41829756,0.5901028562942651
layer3.2.conv1,10,0.5052656,0.6981746947550737
layer3.2.conv1,11,0.6706257,0.7176169978389573
layer3.2.conv1,12,0.76625097,0.4992803801966189
layer3.2.conv1,13,0.7158934,0.9718412342945509
layer3.2.conv1,14,1.0,0.0
layer3.2.conv1,15,0.5822526,0.6112193603351337
layer3.2.conv1,16,0.18410441,0.7105308228834812
layer3.2.conv1,17,0.62848264,0.4644128441504668
layer3.2.conv1,18,0.05627031,0.9999999469328716
layer3.2.conv1,19,0.51523525,0.8700496263270233
layer3.2.conv1,20,0.45746535,0.5873721975257686
layer3.2.conv1,21,0.2645733,0.76099091709618
layer3.2.conv1,22,0.6726462,0.779427687430724
layer3.2.conv1,23,0.29589,0.6376257447471749
layer3.2.conv1,24,0.1073772,0.7243552375870493
layer3.2.conv1,25,0.38999763,0.7685037871378025
layer3.2.conv1,26,0.8677308,0.7324254365699542
layer3.2.conv1,27,0.3602058,0.6016378573332464
layer3.2.conv1,28,0.5046381,0.7392190296464937
layer3.2.conv1,29,0.3209969,0.847338946426868
layer3.2.conv1,30,0.84151876,0.7009085165709099
layer3.2.conv1,31,0.2470988,0.5754876797557333
layer3.2.conv1,32,0.0,0.6476589309091935
layer3.2.conv1,33,0.40746832,0.6427872053963495
layer3.2.conv1,34,0.5602312,0.5401890203571591
layer3.2.conv1,35,0.41975603,0.726840443881973
layer3.2.conv1,36,0.8799048,0.5006404905527563
layer3.2.conv1,37,0.33286723,0.6214429619470113
layer3.2.conv1,38,0.57253754,0.6955753024511813
layer3.2.conv1,39,0.54420847,0.4663182638679952
layer3.2.conv1,40,0.41397607,0.7463036230782997
layer3.2.conv1,41,0.55752724,0.39922623413287345
layer3.2.conv1,42,0.23681305,0.8620638807080927
layer3.2.conv1,43,0.79379827,0.42094308455884644
layer3.2.conv1,44,0.317547,0.6416820366558044
layer3.2.conv1,45,0.6956323,0.532191571463071
layer3.2.conv1,46,0.16410597,0.7074373625851036
layer3.2.conv1,47,0.13116653,0.6204348987597997
layer3.2.conv1,48,0.38879275,0.5595462374676007
layer3.2.conv1,49,0.7996145,0.5970754778502403
layer3.2.conv1,50,0.5572842,0.5401358811618495
layer3.2.conv1,51,0.16755112,0.874231174910311
layer3.2.conv1,52,0.30718866,0.8073197551782949
layer3.2.conv1,53,0.6424461,0.47563628502647254
layer3.2.conv1,54,0.6186582,0.22062065412644735
layer3.2.conv1,55,0.41063362,0.696665288564495
layer3.2.conv1,56,0.517486,0.7214651612326243
layer3.2.conv1,57,0.27906975,0.42679472213757724
layer3.2.conv1,58,0.44528463,0.7207189983651526
layer3.2.conv1,59,0.6909584,0.765515023706374
layer3.2.conv1,60,0.73052686,0.6465578741301901
layer3.2.conv1,61,0.49505818,0.15282136700613416
layer3.2.conv1,62,0.16742885,0.8043388993652161
layer3.2.conv1,63,0.44684246,0.5551625701592963
layer3.2.conv2,0,0.5596273,0.5588079122455926
layer3.2.conv2,1,0.110320754,0.4723936603000795
layer3.2.conv2,2,0.13908468,0.472282088996038
layer3.2.conv2,3,0.5697985,0.4453099159911265
layer3.2.conv2,4,0.6945707,0.48590593190450415
layer3.2.conv2,5,0.76688695,0.8561970487316056
layer3.2.conv2,6,0.8679959,0.5759356253928851
layer3.2.conv2,7,0.61347157,0.589258149881593
layer3.2.conv2,8,0.36684152,0.45733153425448003
layer3.2.conv2,9,0.58730674,0.3346501570935523
layer3.2.conv2,10,0.35666943,0.4136840052261448
layer3.2.conv2,11,0.60517985,0.627183285394141
layer3.2.conv2,12,0.2056493,0.48160056984889
layer3.2.conv2,13,0.23363684,0.46784466294788496
layer3.2.conv2,14,0.29635054,0.5308574031120452
layer3.2.conv2,15,0.42278102,0.5068707112258218
layer3.2.conv2,16,0.63680303,0.25929854148856
layer3.2.conv2,17,0.905817,0.5684857741356122
layer3.2.conv2,18,0.6220363,0.4076086820751243
layer3.2.conv2,19,0.5904461,0.6184325279115137
layer3.2.conv2,20,0.5579207,0.42920152434946457
layer3.2.conv2,21,0.42338365,0.5757929355618662
layer3.2.conv2,22,0.331442,0.32426491795614043
layer3.2.conv2,23,0.43006673,0.45220988010705215
layer3.2.conv2,24,0.48907188,0.4294728627249396
layer3.2.conv2,25,1.0,0.47076866600108086
layer3.2.conv2,26,0.40616825,0.29343328861754925
layer3.2.conv2,27,0.4841509,0.504211974640398
layer3.2.conv2,28,0.12078526,0.11198267578835173
layer3.2.conv2,29,0.3703356,0.547906560953431
layer3.2.conv2,30,0.6822759,0.1521787047817984
layer3.2.conv2,31,0.5616949,0.04876652671614303
layer3.2.conv2,32,0.5155991,0.5799973521519189
layer3.2.conv2,33,0.73008806,0.1291297431414474
layer3.2.conv2,34,0.35762084,0.577931006061763
layer3.2.conv2,35,0.5275447,0.39214808708651955
layer3.2.conv2,36,0.19537084,0.4875392750765944
layer3.2.conv2,37,0.10233158,0.25466567591121864
layer3.2.conv2,38,0.79622555,0.4862846671474749
layer3.2.conv2,39,0.80284077,0.8455245324609986
layer3.2.conv2,40,0.46194544,0.5215358863053418
layer3.2.conv2,41,0.66506606,0.13493904083623293
layer3.2.conv2,42,0.47007322,0.0
layer3.2.conv2,43,0.45569634,0.4358703764784472
layer3.2.conv2,44,0.89521897,0.37936444440644734
layer3.2.conv2,45,0.2511544,0.589006924700384
layer3.2.conv2,46,0.74236596,0.16590007770774298
layer3.2.conv2,47,0.25375727,0.6563299603451671
layer3.2.conv2,48,0.0,0.36837732741798185
layer3.2.conv2,49,0.68428546,0.4919493775400842
layer3.2.conv2,50,0.46244043,0.9999999363314331
layer3.2.conv2,51,0.40895167,0.39953342432444877
layer3.2.conv2,52,0.6604286,0.45235940083423704
layer3.2.conv2,53,0.33134368,0.7690902198137263
layer3.2.conv2,54,0.51622456,0.3571093846982555
layer3.2.conv2,55,0.6070063,0.24008892298762272
layer3.2.conv2,56,0.48172176,0.4394273759096743
layer3.2.conv2,57,0.69159406,0.34853585102170764
layer3.2.conv2,58,0.17191947,0.31803514065292654
layer3.2.conv2,59,0.52336025,0.7645613356557976
layer3.2.conv2,60,0.5932749,0.7163390036675304
layer3.2.conv2,61,0.8583718,0.7487474315377283
layer3.2.conv2,62,0.6020112,0.33026472175510563
layer3.2.conv2,63,0.37153873,0.5889799806099522
